MED31_ARATH	GO:0005575|0.775	GO:0110165|0.743	GO:0008150|0.902	GO:0009987|0.620
GLPK_ECOLI	GO:0005575|0.660	GO:0110165|0.614	GO:0008150|0.787
OEP7_ARATH	GO:0005575|0.709	GO:0110165|0.606	GO:0008150|0.686	GO:0050896|0.304
AGRIN_RAT	GO:0005575|0.800	GO:0110165|0.800	GO:0008150|0.930	GO:0009987|0.498
P4KG5_ARATH	GO:0005575|0.875	GO:0110165|0.840	GO:0008150|0.731	GO:0009987|0.328
PRE3_ARATH	GO:0005575|0.756	GO:0110165|0.732	GO:0008150|0.666
U76C5_ARATH	GO:0005575|0.709	GO:0110165|0.659	GO:0008150|0.859	GO:0009987|0.413
NSE2_HUMAN	GO:0005575|0.751	GO:0110165|0.736	GO:0008150|0.839	GO:0009987|0.458
IL1AP_HUMAN	GO:0005575|0.712	GO:0110165|0.674	GO:0008150|0.850	GO:0009987|0.374
COMD7_HUMAN	GO:0005575|0.826	GO:0110165|0.785	GO:0008150|0.856	GO:0009987|0.395
CYTX_ONCVO	GO:0005575|0.786	GO:0110165|0.734	GO:0008150|0.785	GO:0009987|0.306
ABI3_HUMAN	GO:0005575|0.813	GO:0110165|0.796	GO:0008150|0.843	GO:0009987|0.497
JUPI1_HUMAN	GO:0005575|0.713	GO:0110165|0.660	GO:0008150|0.525
MYB39_ARATH	GO:0005575|0.661	GO:0110165|0.578	GO:0008150|0.869	GO:0009987|0.477
ARC1B_HUMAN	GO:0005575|0.796	GO:0110165|0.767	GO:0008150|0.789	GO:0009987|0.315
MAG2_SCHPO	GO:0005575|0.798	GO:0110165|0.744	GO:0008150|0.810	GO:0009987|0.369
NAC59_ARATH	GO:0005575|0.699	GO:0110165|0.596	GO:0008150|0.878	GO:0009987|0.447
BCAR1_HUMAN	GO:0005575|0.793	GO:0110165|0.758	GO:0008150|0.783
PKR1_RAT	GO:0005575|0.734	GO:0110165|0.681	GO:0008150|0.792
HBBZ_MOUSE	GO:0005575|0.616	GO:0110165|0.600	GO:0008150|0.734
CFA44_CHLRE	GO:0005575|0.838	GO:0110165|0.837	GO:0008150|0.850	GO:0009987|0.473
ARHG2_HUMAN	GO:0005575|0.870	GO:0110165|0.840	GO:0008150|0.824	GO:0009987|0.394
NCSEA_DICDI	GO:0005575|0.802	GO:0110165|0.789	GO:0008150|0.792
HGS_MOUSE	GO:0005575|0.848	GO:0110165|0.815	GO:0008150|0.871	GO:0009987|0.537
CADS_LAVAN	GO:0005575|0.763	GO:0110165|0.711	GO:0008150|0.840	GO:0009987|0.393
FOLB1_ARATH	GO:0005575|0.609	GO:0110165|0.546	GO:0008150|0.840	GO:0009987|0.436
LZTS3_RAT	GO:0005575|0.787	GO:0110165|0.732	GO:0008150|0.806	GO:0009987|0.381
PDTIR_PARDP	GO:0005575|0.683	GO:0110165|0.650	GO:0008150|0.571
PSMF1_ARATH	GO:0005575|0.737	GO:0110165|0.717	GO:0008150|0.710
AURKB_BOVIN	GO:0005575|0.754	GO:0110165|0.692	GO:0008150|0.801	GO:0009987|0.393
TRI45_HUMAN	GO:0005575|0.736	GO:0110165|0.735	GO:0008150|0.861	GO:0009987|0.466
NPY5R_HUMAN	GO:0005575|0.831	GO:0110165|0.814	GO:0008150|0.870	GO:0009987|0.446
TAM_MYXFU	GO:0005575|0.715	GO:0110165|0.669	GO:0008150|0.743
YAB5_ARATH	GO:0005575|0.814	GO:0110165|0.790	GO:0008150|0.779
FGD3_MOUSE	GO:0005575|0.837	GO:0110165|0.813	GO:0008150|0.897	GO:0009987|0.616
SCMU_YERPE	GO:0005575|0.764	GO:0110165|0.678	GO:0008150|0.874	GO:0009987|0.532
AT5G1_RAT	GO:0005575|0.793	GO:0110165|0.754	GO:0008150|0.821	GO:0009987|0.357
PILRB_MOUSE	GO:0005575|0.789	GO:0110165|0.762	GO:0008150|0.835	GO:0009987|0.395
OPHN1_HUMAN	GO:0005575|0.864	GO:0110165|0.848	GO:0008150|0.729	GO:0009987|0.300
IWS1_YEAST	GO:0005575|0.840	GO:0110165|0.807	GO:0008150|0.719	GO:0009987|0.327
SLM9_SCHPO	GO:0005575|0.807	GO:0110165|0.785	GO:0008150|0.833	GO:0009987|0.421
CXCL9_HUMAN	GO:0005575|0.875	GO:0110165|0.844	GO:0008150|0.845	GO:0009987|0.435
RNF41_HUMAN	GO:0005575|0.737	GO:0110165|0.667	GO:0008150|0.850	GO:0009987|0.418
IF4G2_HUMAN	GO:0005575|0.894	GO:0110165|0.877	GO:0008150|0.775	GO:0009987|0.389
NP214_ARATH	GO:0005575|0.860	GO:0110165|0.827	GO:0008150|0.869	GO:0009987|0.417
COX41_MOUSE	GO:0005575|0.640	GO:0110165|0.593	GO:0008150|0.686
NANO1_MOUSE	GO:0005575|0.843	GO:0110165|0.812	GO:0008150|0.881	GO:0009987|0.552
STON1_HUMAN	GO:0005575|0.848	GO:0110165|0.837	GO:0008150|0.872	GO:0009987|0.473
FOXF2_HUMAN	GO:0005575|0.579	GO:0110165|0.558	GO:0008150|0.924	GO:0009987|0.523
TSK_MOUSE	GO:0005575|0.755	GO:0110165|0.716	GO:0008150|0.857	GO:0009987|0.367
STT3_SCHPO	GO:0005575|0.732	GO:0110165|0.688	GO:0008150|0.840	GO:0009987|0.325
CBG_PINCO	GO:0005575|0.639	GO:0110165|0.637	GO:0008150|0.789
STMP1_DANRE	GO:0005575|0.830	GO:0110165|0.780	GO:0008150|0.709	GO:0065007|0.328
RIPK1_HUMAN	GO:0005575|0.849	GO:0110165|0.805	GO:0008150|0.849	GO:0009987|0.383
RL11_MOUSE	GO:0005575|0.659	GO:0110165|0.576	GO:0008150|0.802	GO:0009987|0.359
COQ11_YEAST	GO:0005575|0.815	GO:0110165|0.769	GO:0008150|0.712
LUR13_ARATH	GO:0005575|0.615	GO:0110165|0.611	GO:0008150|0.893	GO:0009987|0.424	GO:0050896|0.313	GO:0050789|0.306	GO:0065007|0.335
GUN21_ARATH	GO:0005575|0.725	GO:0110165|0.672	GO:0008150|0.779	GO:0009987|0.339
REPS1_HUMAN	GO:0005575|0.839	GO:0110165|0.806	GO:0008150|0.762	GO:0009987|0.330
MON2_YEAST	GO:0005575|0.915	GO:0110165|0.894	GO:0008150|0.813	GO:0009987|0.398
ARX1_YEAST	GO:0005575|0.758	GO:0110165|0.735	GO:0008150|0.802	GO:0009987|0.358
FYV1_DROME	GO:0005575|0.865	GO:0110165|0.845	GO:0008150|0.922	GO:0009987|0.597
MDM12_YEAST	GO:0005575|0.763	GO:0110165|0.724	GO:0008150|0.702
HMIN_DROME	GO:0005575|0.871	GO:0110165|0.831	GO:0008150|0.921	GO:0009987|0.513
CTNB1_DANRE	GO:0005575|0.749	GO:0110165|0.727	GO:0008150|0.817	GO:0009987|0.419
CASB_MOUSE	GO:0005575|0.792	GO:0110165|0.740	GO:0008150|0.856	GO:0009987|0.373
GDIR2_DICDI	GO:0005575|0.558	GO:0110165|0.494	GO:0008150|0.677
MBIP1_HUMAN	GO:0005575|0.837	GO:0110165|0.777	GO:0008150|0.850	GO:0009987|0.505
SNG1_HUMAN	GO:0005575|0.839	GO:0110165|0.837	GO:0008150|0.859	GO:0016020|0.305	GO:0071944|0.326	GO:0009987|0.404
CD40L_RAT	GO:0005575|0.786	GO:0110165|0.719	GO:0008150|0.792	GO:0009987|0.385
ICP22_HHV2H	GO:0005575|0.756	GO:0110165|0.699	GO:0008150|0.880	GO:0009987|0.526
CH60_DICDI	GO:0005575|0.728	GO:0110165|0.691	GO:0008150|0.716	GO:0009987|0.308
ANO9_HUMAN	GO:0005575|0.784	GO:0110165|0.759	GO:0008150|0.811	GO:0009987|0.309
JAM1_RAT	GO:0005575|0.746	GO:0110165|0.707	GO:0008150|0.721
ERF83_ARATH	GO:0005575|0.715	GO:0110165|0.635	GO:0008150|0.867	GO:0009987|0.527
KLK7_HUMAN	GO:0005575|0.677	GO:0110165|0.623	GO:0008150|0.874	GO:0009987|0.350
MAMA_MAGMG	GO:0005575|0.587	GO:0110165|0.523	GO:0008150|0.716	GO:0009987|0.301
GNPAT_MOUSE	GO:0005575|0.842	GO:0110165|0.821	GO:0008150|0.802	GO:0009987|0.309
VE1_HPV18	GO:0005575|0.705	GO:0110165|0.674	GO:0008150|0.842	GO:0009987|0.404
CPSF3_ARATH	GO:0005575|0.645	GO:0110165|0.626	GO:0008150|0.799	GO:0009987|0.326
Y1995_MYCTU	GO:0005575|0.695	GO:0110165|0.652	GO:0008150|0.697
RA51C_HUMAN	GO:0005575|0.740	GO:0110165|0.732	GO:0008150|0.774	GO:0009987|0.354
PURA_DICDI	GO:0005575|0.741	GO:0110165|0.718	GO:0008150|0.755
WLS_CAEEL	GO:0005575|0.827	GO:0110165|0.797	GO:0008150|0.834	GO:0009987|0.371
TAT_HV1H2	GO:0005575|0.772	GO:0110165|0.745	GO:0032501|0.384	GO:0008150|0.916	GO:0009987|0.553	GO:0050789|0.554	GO:0065007|0.573	GO:0050794|0.335
TRX2_HCMVM	GO:0005575|0.689	GO:0110165|0.666	GO:0008150|0.762	GO:0009987|0.353
GOSR1_CRIGR	GO:0005575|0.731	GO:0110165|0.696	GO:0008150|0.787	GO:0009987|0.336
HNRPQ_HUMAN	GO:0005575|0.844	GO:0110165|0.799	GO:0008150|0.724
PDGFA_HUMAN	GO:0005575|0.694	GO:0110165|0.641	GO:0008150|0.823	GO:0009987|0.395
PRD15_HUMAN	GO:0005575|0.843	GO:0110165|0.807	GO:0008150|0.826	GO:0009987|0.398
RG68F_DROME	GO:0005575|0.798	GO:0110165|0.777	GO:0008150|0.803	GO:0009987|0.345
YAW8_SCHPO	GO:0005575|0.766	GO:0110165|0.689	GO:0008150|0.626
P2RX7_RAT	GO:0005575|0.683	GO:0110165|0.624	GO:0008150|0.911	GO:0009987|0.544
EKC1_SCHPO	GO:0005575|0.824	GO:0110165|0.754	GO:0008150|0.785	GO:0009987|0.335
YF48_SCHPO	GO:0005575|0.823	GO:0110165|0.758	GO:0008150|0.791	GO:0009987|0.315
SUV3_HUMAN	GO:0005575|0.735	GO:0110165|0.675	GO:0008150|0.825	GO:0009987|0.395
TPM1_MOUSE	GO:0005575|0.768	GO:0110165|0.723	GO:0008150|0.764	GO:0009987|0.439
DDI1_HUMAN	GO:0005575|0.713	GO:0110165|0.691	GO:0008150|0.753
TRX2_HHV11	GO:0005575|0.580	GO:0110165|0.546	GO:0008150|0.846	GO:0009987|0.390
RM34_MOUSE	GO:0005575|0.616	GO:0110165|0.577	GO:0008150|0.600
WTF11_SCHPO	GO:0005575|0.873	GO:0110165|0.841	GO:0008150|0.860	GO:0016020|0.333	GO:0009987|0.536
YHJV_ECOLI	GO:0005575|0.763	GO:0110165|0.727	GO:0008150|0.767	GO:0009987|0.302
GGYF1_MOUSE	GO:0005575|0.775	GO:0110165|0.753	GO:0008150|0.844	GO:0009987|0.337
GLYOX_PSEPK	GO:0005575|0.422	GO:0110165|0.417	GO:0008150|0.583
XTH23_ARATH	GO:0005575|0.654	GO:0110165|0.559	GO:0008150|0.822
JOX2_ARATH	GO:0005575|0.616	GO:0110165|0.572	GO:0008150|0.756
F133B_HUMAN	GO:0005575|0.901	GO:0110165|0.873	GO:0008150|0.693	GO:0009987|0.355
COX11_HUMAN	GO:0005575|0.761	GO:0110165|0.699	GO:0008150|0.844	GO:0009987|0.390
RET5_HUMAN	GO:0005575|0.536	GO:0110165|0.488	GO:0008150|0.660
C81F3_ARATH	GO:0005575|0.789	GO:0110165|0.752	GO:0008150|0.787	GO:0009987|0.314
VP30_MABVM	GO:0005575|0.777	GO:0110165|0.732	GO:0008150|0.909	GO:0009987|0.583
BAG1_HUMAN	GO:0005575|0.879	GO:0110165|0.844	GO:0008150|0.866	GO:0009987|0.538
AIF1_HUMAN	GO:0005575|0.839	GO:0110165|0.799	GO:0008150|0.816	GO:0009987|0.457
YJHG_ECOLI	GO:0005575|0.681	GO:0110165|0.645	GO:0008150|0.763
IPYR6_ARATH	GO:0005575|0.776	GO:0110165|0.722	GO:0008150|0.697
TAT_CATRO	GO:0005575|0.731	GO:0110165|0.695	GO:0008150|0.808	GO:0009987|0.344
DCR1C_HUMAN	GO:0005575|0.817	GO:0110165|0.774	GO:0008150|0.849	GO:0009987|0.460
IGDC3_MOUSE	GO:0005575|0.846	GO:0110165|0.811	GO:0008150|0.827	GO:0009987|0.396
NAT_SACS2	GO:0005575|0.657	GO:0110165|0.546	GO:0008150|0.741
KCC2G_RAT	GO:0005575|0.721	GO:0110165|0.647	GO:0008150|0.893	GO:0009987|0.522
WHI3_YEAST	GO:0005575|0.841	GO:0110165|0.804	GO:0008150|0.876	GO:0009987|0.413
DAPK3_MOUSE	GO:0005575|0.715	GO:0110165|0.663	GO:0008150|0.777	GO:0009987|0.337
C11B3_RAT	GO:0005575|0.768	GO:0110165|0.740	GO:0008150|0.855	GO:0009987|0.423
BOC_HUMAN	GO:0005575|0.862	GO:0110165|0.826	GO:0008150|0.914	GO:0009987|0.412
AT1A1_CHICK	GO:0005575|0.777	GO:0110165|0.767	GO:0008150|0.858	GO:0009987|0.361
GRK1_HUMAN	GO:0005575|0.774	GO:0110165|0.744	GO:0008150|0.754	GO:0009987|0.328
CT54_CONLT	GO:0005575|0.705	GO:0110165|0.697	GO:0008150|0.925	GO:0009987|0.484	GO:0050896|0.556	GO:0050789|0.545	GO:0065007|0.561	GO:0005576|0.478
ALMTC_ARATH	GO:0005575|0.824	GO:0110165|0.762	GO:0008150|0.772
ATP5H_MOUSE	GO:0005575|0.775	GO:0110165|0.731	GO:0008150|0.658
LCE1D_HUMAN	GO:0005575|0.600	GO:0110165|0.600	GO:0032501|0.585	GO:0008150|0.972	GO:0009987|0.640	GO:0050896|0.566	GO:0050789|0.640	GO:0065007|0.669	GO:0050794|0.388
BIKB_THET8	GO:0005575|0.706	GO:0110165|0.680	GO:0008150|0.645
PROA_SCHPO	GO:0005575|0.766	GO:0110165|0.745	GO:0008150|0.815	GO:0009987|0.353
EXGB_EMENI	GO:0005575|0.671	GO:0110165|0.597	GO:0008150|0.730
ARMC5_HUMAN	GO:0005575|0.782	GO:0110165|0.745	GO:0008150|0.795
HXD9_MOUSE	GO:0005575|0.896	GO:0110165|0.885	GO:0008150|0.871	GO:0016020|0.320	GO:0009987|0.505
ALSB_ECOLI	GO:0005575|0.769	GO:0110165|0.727	GO:0008150|0.790	GO:0009987|0.362
BNC2_MOUSE	GO:0005575|0.796	GO:0110165|0.750	GO:0008150|0.903	GO:0009987|0.510
VID22_YEAST	GO:0005575|0.781	GO:0110165|0.719	GO:0008150|0.811
LATS2_MOUSE	GO:0005575|0.860	GO:0110165|0.820	GO:0008150|0.865	GO:0009987|0.430
VTH21_ARATH	GO:0005575|0.697	GO:0110165|0.675	GO:0008150|0.816	GO:0009987|0.367
MTAP_MOUSE	GO:0005575|0.604	GO:0110165|0.538	GO:0008150|0.845	GO:0009987|0.407
ALA4_ARATH	GO:0005575|0.741	GO:0110165|0.701	GO:0008150|0.857	GO:0009987|0.439
MEFP_MYTED	GO:0003674|0.388	GO:0008150|0.952	GO:0009987|0.518	GO:0050896|0.628	GO:0050789|0.682	GO:0065007|0.740	GO:0006950|0.628	GO:0009605|0.334	GO:0006952|0.363
14331_ARATH	GO:0005575|0.759	GO:0110165|0.703	GO:0008150|0.736	GO:0009987|0.326
SAMBA_ARATH	GO:0005575|0.599	GO:0110165|0.567	GO:0008150|0.803	GO:0009987|0.327
B2CL1_MOUSE	GO:0005575|0.746	GO:0110165|0.715	GO:0008150|0.737	GO:0009987|0.310
DNER_HUMAN	GO:0005575|0.882	GO:0110165|0.868	GO:0008150|0.888	GO:0009987|0.502
SCAPE_HUMAN	GO:0005575|0.883	GO:0110165|0.871	GO:0008150|0.870	GO:0009987|0.526
RAD33_YEAST	GO:0005575|0.633	GO:0110165|0.562	GO:0008150|0.827	GO:0009987|0.379
NLTP1_ARATH	GO:0005575|0.606	GO:0110165|0.570	GO:0008150|0.656
YA95_SCHPO	GO:0005575|0.800	GO:0110165|0.792	GO:0008150|0.794	GO:0009987|0.338
EHD1_RAT	GO:0005575|0.756	GO:0110165|0.738	GO:0008150|0.679
PHR_YEAST	GO:0005575|0.689	GO:0110165|0.622	GO:0008150|0.811	GO:0009987|0.339
GPA12_CAEEL	GO:0005575|0.757	GO:0110165|0.727	GO:0008150|0.665
FLI1_MOUSE	GO:0005575|0.633	GO:0110165|0.570	GO:0008150|0.851
PSF1_MOUSE	GO:0005575|0.694	GO:0110165|0.597	GO:0008150|0.873	GO:0009987|0.539
RISC_RAT	GO:0005575|0.714	GO:0110165|0.666	GO:0008150|0.786	GO:0009987|0.302
RP3A_RAT	GO:0005575|0.852	GO:0110165|0.817	GO:0008150|0.828	GO:0009987|0.466
PP209_ARATH	GO:0005575|0.750	GO:0110165|0.677	GO:0008150|0.853	GO:0009987|0.454
SAE1A_ARATH	GO:0005575|0.789	GO:0110165|0.715	GO:0008150|0.863	GO:0009987|0.503
GAGXE_DROME	GO:0005575|0.828	GO:0110165|0.816	GO:0008150|0.891	GO:0009987|0.516
RHD3_CANAL	GO:0005575|0.799	GO:0110165|0.775	GO:0008150|0.698
STN1_SCHPO	GO:0005575|0.756	GO:0110165|0.664	GO:0008150|0.761	GO:0009987|0.326
WIT1_ARATH	GO:0005575|0.893	GO:0110165|0.871	GO:0008150|0.832	GO:0016020|0.313	GO:0009987|0.412
CLCKA_MOUSE	GO:0005575|0.777	GO:0110165|0.777	GO:0008150|0.858	GO:0009987|0.385
CARM1_HUMAN	GO:0005575|0.718	GO:0110165|0.692	GO:0008150|0.862	GO:0009987|0.388
MENF_ECOLI	GO:0005575|0.733	GO:0110165|0.671	GO:0008150|0.855	GO:0009987|0.454
PCD18_MOUSE	GO:0005575|0.869	GO:0110165|0.837	GO:0008150|0.913	GO:0009987|0.635	GO:0050789|0.428	GO:0065007|0.464
PFD2_BOVIN	GO:0005575|0.790	GO:0110165|0.767	GO:0008150|0.795	GO:0009987|0.432
STN1_DANRE	GO:0005575|0.763	GO:0110165|0.710	GO:0008150|0.788	GO:0009987|0.379
GRIA4_HUMAN	GO:0005575|0.728	GO:0110165|0.672	GO:0008150|0.701
LICI3_TACTR	GO:0005575|0.664	GO:0110165|0.664	GO:0008150|0.830	GO:0009987|0.358
CCKN_RAT	GO:0005575|0.676	GO:0110165|0.647	GO:0008150|0.828	GO:0009987|0.344
CMGA_RAT	GO:0005575|0.880	GO:0110165|0.868	GO:0008150|0.846	GO:0009987|0.434
PTPRF_HUMAN	GO:0005575|0.827	GO:0110165|0.800	GO:0008150|0.822	GO:0071944|0.316	GO:0009987|0.350
NPAS4_HUMAN	GO:0005575|0.859	GO:0110165|0.835	GO:0008150|0.858	GO:0009987|0.497
TCPD_MOUSE	GO:0005575|0.783	GO:0110165|0.743	GO:0008150|0.828	GO:0009987|0.487
S10A6_RABIT	GO:0005575|0.757	GO:0110165|0.707	GO:0008150|0.759	GO:0009987|0.314
NUP85_XENTR	GO:0005575|0.759	GO:0110165|0.727	GO:0008150|0.866	GO:0009987|0.486
ODPX_HUMAN	GO:0005575|0.882	GO:0110165|0.847	GO:0008150|0.604
KIFC1_MOUSE	GO:0005575|0.873	GO:0110165|0.847	GO:0008150|0.844	GO:0009987|0.451
SODF_AERPE	GO:0005575|0.758	GO:0110165|0.695	GO:0008150|0.695
CO6A6_HUMAN	GO:0005575|0.872	GO:0110165|0.857	GO:0008150|0.850	GO:0009987|0.471
ARPC5_HUMAN	GO:0005575|0.709	GO:0110165|0.663	GO:0008150|0.837	GO:0009987|0.384
V1R47_MOUSE	GO:0005575|0.781	GO:0110165|0.733	GO:0008150|0.866	GO:0009987|0.441
NCOR1_MOUSE	GO:0005575|0.853	GO:0110165|0.836	GO:0008150|0.841	GO:0009987|0.455
G6PI_DROME	GO:0005575|0.751	GO:0110165|0.736	GO:0008150|0.816	GO:0009987|0.357
AVL9_SCHPO	GO:0005575|0.791	GO:0110165|0.769	GO:0008150|0.830	GO:0009987|0.378
CH60_ECOLI	GO:0005575|0.662	GO:0110165|0.634	GO:0008150|0.667
RASF6_MOUSE	GO:0005575|0.665	GO:0110165|0.596	GO:0008150|0.792	GO:0009987|0.429
PLCB1_BOVIN	GO:0005575|0.866	GO:0110165|0.833	GO:0008150|0.828	GO:0009987|0.540
GPDP1_ARATH	GO:0005575|0.856	GO:0110165|0.833	GO:0008150|0.677
LIRA2_HUMAN	GO:0005575|0.807	GO:0110165|0.754	GO:0008150|0.855	GO:0009987|0.424
GANOD_GANLU	GO:0005575|0.629	GO:0110165|0.520	GO:0008150|0.876	GO:0009987|0.354	GO:0050896|0.433	GO:0050789|0.307	GO:0065007|0.401	GO:0006950|0.363
LRX3_ARATH	GO:0005575|0.854	GO:0110165|0.836	GO:0008150|0.722
RAF1_NOSS1	GO:0005575|0.775	GO:0110165|0.699	GO:0008150|0.775	GO:0009987|0.339
LEA3_ARATH	GO:0005575|0.681	GO:0110165|0.649	GO:0008150|0.692
ETFD_RAT	GO:0005575|0.703	GO:0110165|0.658	GO:0008150|0.655
SYNC_YEAST	GO:0005575|0.647	GO:0110165|0.587	GO:0008150|0.795	GO:0009987|0.322
CLASP_DROME	GO:0005575|0.834	GO:0110165|0.791	GO:0008150|0.911	GO:0009987|0.523
DZI1L_HUMAN	GO:0005575|0.850	GO:0110165|0.805	GO:0008150|0.811	GO:0009987|0.439
SHG1_SCHPO	GO:0005575|0.776	GO:0110165|0.743	GO:0008150|0.686	GO:0009987|0.341
ACR4_ARATH	GO:0005575|0.710	GO:0110165|0.648	GO:0008150|0.826	GO:0009987|0.370
TS_CATRO	GO:0005575|0.528	GO:0110165|0.500	GO:0008150|0.654
SRBP2_CRIGR	GO:0005575|0.897	GO:0110165|0.860	GO:0008150|0.877	GO:0009987|0.527
ACV1C_MOUSE	GO:0005575|0.785	GO:0110165|0.731	GO:0008150|0.890	GO:0009987|0.432
TIP20_SCHPO	GO:0005575|0.810	GO:0110165|0.752	GO:0008150|0.815	GO:0009987|0.383
SPS2L_HUMAN	GO:0005575|0.838	GO:0110165|0.811	GO:0008150|0.854	GO:0009987|0.456
YSL2_ARATH	GO:0005575|0.789	GO:0110165|0.789	GO:0008150|0.807	GO:0009987|0.302
SMC5_YEAST	GO:0005575|0.869	GO:0110165|0.853	GO:0008150|0.769	GO:0009987|0.328
CKX1_ARATH	GO:0005575|0.838	GO:0110165|0.838	GO:0008150|0.728
MCM6_MOUSE	GO:0005575|0.792	GO:0110165|0.786	GO:0008150|0.793	GO:0009987|0.331
PHLA_MYCTU	GO:0005575|0.756	GO:0110165|0.738	GO:0008150|0.796
Y7165_DICDI	GO:0005575|0.517	GO:0110165|0.488	GO:0008150|0.933	GO:0009987|0.414
FTR_METKA	GO:0005575|0.722	GO:0110165|0.659	GO:0008150|0.861	GO:0009987|0.398
EBP_MOUSE	GO:0005575|0.716	GO:0110165|0.678	GO:0008150|0.748	GO:0009987|0.305
SHH3_YEAST	GO:0005575|0.758	GO:0110165|0.705	GO:0008150|0.749
ASAP3_HUMAN	GO:0005575|0.835	GO:0110165|0.835	GO:0008150|0.788	GO:0009987|0.319
Y1521_ARCFU	GO:0005575|0.594	GO:0110165|0.576	GO:0008150|0.787	GO:0009987|0.376
G3PC_TRYBB	GO:0005575|0.723	GO:0110165|0.661	GO:0008150|0.668
PDX3_SCHPO	GO:0005575|0.692	GO:0110165|0.612	GO:0008150|0.773	GO:0009987|0.356
TBX1A_XENLA	GO:0005575|0.739	GO:0110165|0.693	GO:0008150|0.819	GO:0009987|0.353
CULP1_MYCTU	GO:0005575|0.464	GO:0110165|0.424	GO:0008150|0.716
YBU6_YEAST	GO:0005575|0.688	GO:0110165|0.650	GO:0008150|0.840	GO:0009987|0.417
PSD7A_ARATH	GO:0005575|0.632	GO:0110165|0.569	GO:0008150|0.758
DNJC2_MOUSE	GO:0005575|0.737	GO:0110165|0.710	GO:0008150|0.773	GO:0009987|0.332
TATD_MYCTU	GO:0005575|0.524	GO:0110165|0.468	GO:0008150|0.801	GO:0009987|0.356
SSAQ_SALTY	GO:0005575|0.605	GO:0110165|0.542	GO:0008150|0.890	GO:0009987|0.539
VATL3_ARATH	GO:0005575|0.637	GO:0110165|0.594	GO:0008150|0.788
KCNK1_RAT	GO:0005575|0.783	GO:0110165|0.756	GO:0008150|0.812	GO:0009987|0.325
ARGR_ECOLI	GO:0005575|0.679	GO:0110165|0.632	GO:0008150|0.620
LACY_ECOLI	GO:0005575|0.849	GO:0110165|0.840	GO:0008150|0.844	GO:0016020|0.412	GO:0009987|0.392
CXA8_HUMAN	GO:0005575|0.860	GO:0110165|0.837	GO:0008150|0.752	GO:0009987|0.303
PAT_XENLA	GO:0005575|0.759	GO:0110165|0.729	GO:0008150|0.865	GO:0009987|0.524
OR4KF_HUMAN	GO:0005575|0.834	GO:0110165|0.809	GO:0008150|0.795	GO:0009987|0.340
6OMT_PAPSO	GO:0005575|0.725	GO:0110165|0.645	GO:0008150|0.829	GO:0009987|0.344
RCO1_YEAST	GO:0005575|0.901	GO:0110165|0.881	GO:0008150|0.793	GO:0009987|0.398
SCX7_TITOB	GO:0005575|0.539	GO:0110165|0.490	GO:0008150|0.909	GO:0009987|0.467	GO:0050896|0.318	GO:0005576|0.384
IXOSB_IXOSI	GO:0005575|0.724	GO:0110165|0.689	GO:0008150|0.796	GO:0009987|0.382
PCNA_CHICK	GO:0005575|0.798	GO:0110165|0.754	GO:0008150|0.848	GO:0009987|0.425
TUSC2_MOUSE	GO:0005575|0.738	GO:0110165|0.690	GO:0008150|0.840	GO:0009987|0.379
XIAP_RAT	GO:0005575|0.775	GO:0110165|0.749	GO:0008150|0.888	GO:0009987|0.504
CEL_MOUSE	GO:0005575|0.681	GO:0110165|0.652	GO:0008150|0.792	GO:0009987|0.311
BH025_ARATH	GO:0005575|0.844	GO:0110165|0.794	GO:0008150|0.872	GO:0009987|0.581
PIP24_MAIZE	GO:0005575|0.815	GO:0110165|0.774	GO:0008150|0.822	GO:0009987|0.352
SNAA2_ARATH	GO:0005575|0.783	GO:0110165|0.758	GO:0008150|0.731
ERA_THET8	GO:0005575|0.780	GO:0110165|0.746	GO:0008150|0.753	GO:0009987|0.391
AMPN_ECOLI	GO:0005575|0.834	GO:0110165|0.804	GO:0008150|0.764	GO:0009987|0.308
ASB1_ORYSJ	GO:0005575|0.723	GO:0110165|0.672	GO:0008150|0.635
KC1G1_RAT	GO:0005575|0.592	GO:0110165|0.535	GO:0008150|0.752
PLI2A_ARATH	GO:0005575|0.799	GO:0110165|0.778	GO:0008150|0.825	GO:0009987|0.349
TFC1_YEAST	GO:0005575|0.846	GO:0110165|0.829	GO:0008150|0.753
ADT1_MOUSE	GO:0005575|0.666	GO:0110165|0.639	GO:0008150|0.787	GO:0009987|0.319
CBY2_HUMAN	GO:0005575|0.823	GO:0110165|0.793	GO:0008150|0.836	GO:0009987|0.431
PYRG_DROME	GO:0005575|0.763	GO:0110165|0.739	GO:0008150|0.822	GO:0009987|0.359
CAMK6_ARATH	GO:0005575|0.827	GO:0110165|0.806	GO:0008150|0.779	GO:0009987|0.329
RED_HUMAN	GO:0005575|0.775	GO:0110165|0.713	GO:0008150|0.686
DEF14_ARATH	GO:0005575|0.475	GO:0110165|0.475	GO:0008150|0.819
ERYC3_SACEN	GO:0005575|0.654	GO:0110165|0.614	GO:0008150|0.801
FAX1_ARATH	GO:0005575|0.839	GO:0110165|0.818	GO:0008150|0.813	GO:0009987|0.340
IFIT2_MOUSE	GO:0005575|0.590	GO:0110165|0.563	GO:0008150|0.766
AZIN2_RAT	GO:0005575|0.679	GO:0110165|0.656	GO:0008150|0.758	GO:0009987|0.324
